workType,filename,parent,extent,collectionCallNumber,series,title,creator,description,dateCreatedDisplay,dateCreated,subjectPlace,subjectTopic,subjectName,physicalFormat,physicalDescription,relatedResource,staffNote,donorProvenance,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,accessionNumber,resourceType,masterFilename
work,ms0312_pho_0038.tif,row:2,,,Photographs,Michael Bloomfield,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81140139,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #9 from ms0312_neg_0001.,,,,,,,,ms0312_pho_0038,http://purl.org/dc/dcmitype/Image,ms0312_pho_0038.tif
work,ms0312_pho_0039.tif,row:2,,,Photographs,Michael Bloomfield,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81140139,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #9 from ms0312_neg_0001.,,,,,,,,ms0312_pho_0039,http://purl.org/dc/dcmitype/Image,ms0312_pho_0039.tif
work,ms0312_pho_0040.tif,row:2,,,Photographs,Michael Bloomfield,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81140139,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #10 from ms0312_neg_0001.,,,,,,,,ms0312_pho_0040,http://purl.org/dc/dcmitype/Image,ms0312_pho_0040.tif
work,ms0312_pho_0041.tif,row:2,,,Photographs,Michael Bloomfield,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81140139,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #11 from ms0312_neg_0001.,,,,,,,,ms0312_pho_0041,http://purl.org/dc/dcmitype/Image,ms0312_pho_0041.tif
work,ms0312_pho_0042.tif,row:2,,,Photographs,Michael Bloomfield,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81140139,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #11 from ms0312_neg_0001.,,,,,,,,ms0312_pho_0042,http://purl.org/dc/dcmitype/Image,ms0312_pho_0042.tif
work,ms0312_pho_0043.tif,row:2,,,Photographs,Michael Bloomfield,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81140139,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #12 from ms0312_neg_0001.,,,,,,,,ms0312_pho_0043,http://purl.org/dc/dcmitype/Image,ms0312_pho_0043.tif
work,ms0312_pho_0044.tif,row:2,,,Photographs,Michael Bloomfield,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81140139,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #12 from ms0312_neg_0001.,,,,,,,,ms0312_pho_0044,http://purl.org/dc/dcmitype/Image,ms0312_pho_0044.tif
work,ms0312_pho_0137.tif,row:2,,,Photographs,"John Coltrane Quintet: John Coltrane, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85026570; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85069833,info:lc/authorities/names/n50031907,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to images read: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Published in Black Nationalism and the Revolution in Music (New York: Pathfinder Press, 1970. p. 220) and John Coltrane and the Jazz Revolution of the 1960's (New York: Pathfinder Press, 1970). Note on print verso\; ""John Coltrane A-2 (2nd choice for cover). Frank Kofsky interviewed John Coltrane on August 18, 1966.",,,,,,,,ms0312_pho_0137,http://purl.org/dc/dcmitype/Image,ms0312_pho_0137.tif
work,ms0312_pho_0145.tif,row:2,,,Photographs,"John Coltrane Quintet: John Coltrane, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85026570; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85069833,info:lc/authorities/names/n50031907,http://vocab.getty.edu/aat/300046300,7 1/2 x 9 1/2 in,,"No negative. Print is mounted. Post-it note attached to images: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Published in Black Nationalism and the Revolution in Music (New York: Pathfinder Press, 1970. p. 220) and John Coltrane and the Jazz Revolution of the 1960's (New York: Pathfinder Press, 1970). Note on print verso\; ""John Coltrane A-2 (2nd choice for cover). Frank Kofsky interviewed John Coltrane on August 18, 1966.",,,,,,,,ms0312_pho_0145,http://purl.org/dc/dcmitype/Image,ms0312_pho_0145.tif
work,ms0312_pho_0101.tif,row:2,,,Photographs,Marion Brown,info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829,info:lc/authorities/names/n85279544; info:lc/authorities/names/no92002267,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"No negative. These images probably document a benefit show (S.N.C.C.) at the Village Theater in NYC, 1966. Frank Kofsky interviewed Marion Brown on August 9, 1966.",,,,,,,,ms0312_pho_0101,http://purl.org/dc/dcmitype/Image,ms0312_pho_0101.tif
work,ms0312_pho_0103.tif,row:2,,,Photographs,Marion Brown,info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829,info:lc/authorities/names/n85279544; info:lc/authorities/names/no92002267,http://vocab.getty.edu/aat/300046300,5 x 9 in,,"No negative. Print is mounted. These images probably document a benefit show (S.N.C.C.) at the Village Theater in NYC, 1966. Frank Kofsky interviewed Marion Brown on August 9, 1966.",,,,,,,,ms0312_pho_0103,http://purl.org/dc/dcmitype/Image,ms0312_pho_0103.tif
work,ms0312_pho_0102.tif,row:2,,,Photographs,Marion Brown,info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829,info:lc/authorities/names/n85279544; info:lc/authorities/names/no92002267,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"No negative. These images probably document a benefit show (S.N.C.C.) at the Village Theater in NYC, 1966. Published in Black Nationalism and the Revolution in Music  (New York: Pathfinder Press, 1970. p. 68). Frank Kofsky interviewed Marion Brown on August 9, 1966.",,,,,,,,ms0312_pho_0102,http://purl.org/dc/dcmitype/Image,ms0312_pho_0102.tif
work,ms0312_pho_0107.tif,row:2,,,Photographs,David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150,info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #13 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0107,http://purl.org/dc/dcmitype/Image,ms0312_pho_0107.tif
work,ms0312_pho_0104.tif,row:2,,,Photographs,Marion Brown,info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829,info:lc/authorities/names/n85279544; info:lc/authorities/names/no92002267,http://vocab.getty.edu/aat/300046300,9 x 7 in,,"No negative. Print is mounted. These images probably document a benefit show (S.N.C.C.) at the Village Theater in NYC, 1966. Frank Kofsky interviewed Marion Brown on August 9, 1966.",,,,,,,,ms0312_pho_0104,http://purl.org/dc/dcmitype/Image,ms0312_pho_0104.tif
work,ms0312_pho_0108.tif,row:2,,,Photographs,Charles Moffett,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039773; info:lc/authorities/subjects/sh85039781,info:lc/authorities/names/n83071538; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #8 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0108,http://purl.org/dc/dcmitype/Image,ms0312_pho_0108.tif
work,ms0312_pho_0109.tif,row:2,,,Photographs,Charles Moffett,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039773; info:lc/authorities/subjects/sh85039781,info:lc/authorities/names/n83071538; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #8 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0109,http://purl.org/dc/dcmitype/Image,ms0312_pho_0109.tif
work,ms0312_pho_0106.tif,row:2,,,Photographs,Ornette Coleman and David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833,info:lc/authorities/names/n83071536; info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #5 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0106,http://purl.org/dc/dcmitype/Image,ms0312_pho_0106.tif
work,ms0312_pho_0110.tif,row:2,,,Photographs,David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150,info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #14 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0110,http://purl.org/dc/dcmitype/Image,ms0312_pho_0110.tif
work,ms0312_pho_0111.tif,row:2,,,Photographs,David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150,info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #14 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0111,http://purl.org/dc/dcmitype/Image,ms0312_pho_0111.tif
work,ms0312_pho_0112.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85143544,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,No negative.,,,,,,,,ms0312_pho_0112,http://purl.org/dc/dcmitype/Image,ms0312_pho_0112.tif
work,ms0312_pho_0113.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85143544,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,No negative.,,,,,,,,ms0312_pho_0113,http://purl.org/dc/dcmitype/Image,ms0312_pho_0113.tif
work,ms0312_pho_0114.tif,row:2,,,Photographs,Ornette Coleman and David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833,info:lc/authorities/names/n83071536; info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,No negative,,,,,,,,ms0312_pho_0114,http://purl.org/dc/dcmitype/Image,ms0312_pho_0114.tif
work,ms0312_pho_0115.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85143544,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,No negative.,,,,,,,,ms0312_pho_0115,http://purl.org/dc/dcmitype/Image,ms0312_pho_0115.tif
work,ms0312_pho_0117.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85101722,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,No negative.,,,,,,,,ms0312_pho_0117,http://purl.org/dc/dcmitype/Image,ms0312_pho_0117.tif
work,ms0312_pho_0118.tif,row:2,,,Photographs,Ornette Coleman and David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833,info:lc/authorities/names/n83071536; info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #21 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0118,http://purl.org/dc/dcmitype/Image,ms0312_pho_0118.tif
work,ms0312_pho_0116.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85101722,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 7 in,,No negative.,,,,,,,,ms0312_pho_0116,http://purl.org/dc/dcmitype/Image,ms0312_pho_0116.tif
work,ms0312_pho_0119.tif,row:2,,,Photographs,Ornette Coleman and David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833,info:lc/authorities/names/n83071536; info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #15 from ms0312_neg_0005. Published in ""Black Nationalism and the Revolution in Music"", Pathfinder Press, New York, 1970. p. 98",,,,,,,,ms0312_pho_0119,http://purl.org/dc/dcmitype/Image,ms0312_pho_0119.tif
work,ms0312_pho_0120.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85138176,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #17 from ms0312_neg_0005. Print is mounted,,,,,,,,ms0312_pho_0120,http://purl.org/dc/dcmitype/Image,ms0312_pho_0120.tif
work,ms0312_pho_0121.tif,row:2,,,Photographs,David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150,info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,5 x 9 in,,Negative #13 from ms0312_neg_0005.,,,,,,,,ms0312_pho_0121,http://purl.org/dc/dcmitype/Image,ms0312_pho_0121.tif
work,ms0312_pho_0122.tif,row:2,,,Photographs,Ornette Coleman and David Izenson,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833,info:lc/authorities/names/n83071536; info:lc/authorities/names/n83071537; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,10 x 6 in,,No negative. Print is mounted.,,,,,,,,ms0312_pho_0122,http://purl.org/dc/dcmitype/Image,ms0312_pho_0122.tif
work,ms0312_pho_0123.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85143544,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,6 x 9 1/2 in,,No negative. Print is mounted.,,,,,,,,ms0312_pho_0123,http://purl.org/dc/dcmitype/Image,ms0312_pho_0123.tif
work,ms0312_pho_0124.tif,row:2,,,Photographs,Ornette Coleman,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85143544,info:lc/authorities/names/n83071536; info:lc/authorities/names/nr92013608,http://vocab.getty.edu/aat/300046300,8 x 9 in,,No negative. Print is mounted.,,,,,,,,ms0312_pho_0124,http://purl.org/dc/dcmitype/Image,ms0312_pho_0124.tif
work,ms0312_pho_0126.tif,row:2,,,Photographs,"John Coltrane Quintet: Pharoah Sanders (left), Rashied Ali (center) and John Coltrane (right), Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85088960,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305; info:lc/authorities/names/no92000869,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed these three men between August 16 - 19, 1966.",,,,,,,,ms0312_pho_0126,http://purl.org/dc/dcmitype/Image,ms0312_pho_0126.tif
work,ms0312_pho_0127.tif,row:2,,,Photographs,"John Coltrane Quintet: Pharoah Sanders (left), Rashied Ali (center) and John Coltrane (right), Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85088960,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305; info:lc/authorities/names/no92000869,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed these three men between August 16 - 19, 1966.",,,,,,,,ms0312_pho_0127,http://purl.org/dc/dcmitype/Image,ms0312_pho_0127.tif
work,ms0312_pho_0125.tif,row:2,,,Photographs,"John Coltrane Quintet: Pharoah Sanders (left), Rashied Ali (center) and John Coltrane (right), Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85088960,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305; info:lc/authorities/names/no92000869,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed these three men between August 16 - 19, 1966.",,,,,,,,ms0312_pho_0125,http://purl.org/dc/dcmitype/Image,ms0312_pho_0125.tif
work,ms0312_pho_0128.tif,row:2,,,Photographs,"John Coltrane Quintet: Pharoah Sanders (left), Rashied Ali (center) and John Coltrane (right), Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85088960,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305; info:lc/authorities/names/no92000869,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed these three men between August 16 - 19, 1966.",,,,,,,,ms0312_pho_0128,http://purl.org/dc/dcmitype/Image,ms0312_pho_0128.tif
work,ms0312_pho_0129.tif,row:2,,,Photographs,"John Coltrane Quintet: Pharoah Sanders (left), Rashied Ali (center) and John Coltrane (right), Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85088960,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305; info:lc/authorities/names/no92000869,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed these three men between August 16 - 19, 1966.",,,,,,,,ms0312_pho_0129,http://purl.org/dc/dcmitype/Image,ms0312_pho_0129.tif
work,ms0312_pho_0130.tif,row:2,,,Photographs,"John Coltrane Quintet: Jimmy Garrison (left), John Coltrane (center) and Pharoah Sanders (right), Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305; info:lc/authorities/names/n82020003,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed John Coltrane and Pharoah Sanders August 18 - 19, 1966.",,,,,,,,ms0312_pho_0130,http://purl.org/dc/dcmitype/Image,ms0312_pho_0130.tif
work,ms0312_pho_0131.tif,row:2,,,Photographs,"John Coltrane Quintet: John Coltrane, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85088960,info:lc/authorities/names/n50031907,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed John Coltrane on August 19, 1966.",,,,,,,,ms0312_pho_0131,http://purl.org/dc/dcmitype/Image,ms0312_pho_0131.tif
work,ms0312_pho_0132.tif,row:2,,,Photographs,"John Coltrane Quintet: John Coltrane, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; http://id.loc.gov/authorities/subjects/sh85117829,info:lc/authorities/names/n50031907,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed John Coltrane on August 19, 1966.",,,,,,,,ms0312_pho_0132,http://purl.org/dc/dcmitype/Image,ms0312_pho_0132.tif
work,ms0312_pho_0133.tif,row:2,,,Photographs,"John Coltrane Quintet: John Coltrane, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; http://id.loc.gov/authorities/subjects/sh85117829,info:lc/authorities/names/n50031907,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"No negative. Post-it note attached to proof sheet: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed John Coltrane on August 19, 1966.",,,,,,,,ms0312_pho_0133,http://purl.org/dc/dcmitype/Image,ms0312_pho_0133.tif
work,ms0312_pho_0135.tif,row:2,,,Photographs,"John Coltrane Quintet: John Coltrane and Pharoah Sanders, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305,http://vocab.getty.edu/aat/300046300,7 x 5 in,,"No negative. Post-it note attached to images: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Published in Black Nationalism and the Revolution in Music (New York: Pathfinder Press, 1970. p. 184). Frank Kofsky interviewed John Coltrane and Pharoah Sanders August 18 - 19, 1966.",,,,,,,,ms0312_pho_0135,http://purl.org/dc/dcmitype/Image,ms0312_pho_0135.tif
work,ms0312_pho_0136.tif,row:2,,,Photographs,"John Coltrane Quintet, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85109898; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n50031907,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"No negative. Published in Black Nationalism and the Revolution in Music (New York: Pathfinder Press, 1970. p. 198). Post-it note attached to images read: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Note on print verso reads: ""John Coltrane band (1967): Jimmy Garrett & Jimmy Garrison (bass)\; Pharoah Sanders (Rashied Ali, not shown, drums-behind Sanders)\; John Coltrane\; miscellaneous percussionists"". Added Post-it note: ""2nd Bassist???"" 1. on back of photo 'Jimmy Garrett' (BN p. 198). 2. cited in JR as being 'Ray Appleton' . 3. Ashley Kahn says it's 'Lionel ""Sonny"" Johnson' (p. 182)"". Additional added Post-it note: ""Photo in JR cites 2nd bassist as ""Ray Appleton""? In A. Kahn's book he's cited as ""Lionel 'Sonny' Johnson"". Frank Kofsky interviewed Pharoah Sanders, Rashied Ali and John Coltrane between August 16 - 19, 1966.",,,,,,,,ms0312_pho_0136,http://purl.org/dc/dcmitype/Image,ms0312_pho_0136.tif
work,ms0312_pho_0134.tif,row:2,,,Photographs,"John Coltrane Quintet: John Coltrane, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; http://id.loc.gov/authorities/subjects/sh85117829,info:lc/authorities/names/n50031907,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"No negative. Post-it note attached to images read: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Frank Kofsky interviewed John Coltrane on August 19, 1966.",,,,,,,,ms0312_pho_0134,http://purl.org/dc/dcmitype/Image,ms0312_pho_0134.tif
work,ms0312_pho_0138.tif,row:2,,,Photographs,"Alice Coltrane, Village Theater",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85039150,info:lc/authorities/names/n86832981,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"No negative. Post-it note attached to images: ""Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives"". Published in Black Nationalism and the Revolution in Music (New York: Pathfinder Press, 1970. p. 224) and John Coltrane and the Jazz Revolution of the 1960's (New York: Pathfinder Press, 1970). Frank Kofsky interviewed John Coltrane on August 18, 1966.",,,,,,,,ms0312_pho_0138,http://purl.org/dc/dcmitype/Image,ms0312_pho_0138.tif
work,ms0312_pho_0139.tif,row:2,,,Photographs,"John Coltrane Group, Village Theater: Sonny Johnson, Jimmy Garrison, Pharoah Sanders, Rashied Ali, John Coltrane, Omar Ali, and Algie DeWitt",info:lc/authorities/names/n92118913,,1966,1966,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n50031907; info:lc/authorities/names/n88610305,http://vocab.getty.edu/aat/300046300,8 x 10 in,"See Chris DeVito [et al.], The John Coltrane reference (New York: Routledge, c2008), p. 356.","No negative. Post-it note attached to images: &quot\;Coltrane Band Village Theater, NYC 12-26-66 no proof no negatives&quot\;. Published in John Coltrane and the Jazz Revolution of the 1960's (New York: Pathfinder Press, 1970). Note on print identifies men in photo as follows from left to right: Ray Appleton [incorrect], Jimmy Garrison, Pharoah Sanders, Rashied Ali, John Coltrane. An added Post-it note appears to question the identity of Ray Appleton: &quot\;BN=Jimmy Garrett, JR=Ray Appleton, AK=Lionel Sonny Johnson?&quot\; Frank Kofsky interviewed Pharoah Sanders, Rashied Ali and John Coltrane between August 16 - 19, 1966.",,,,,,,,ms0312_pho_0139,http://purl.org/dc/dcmitype/Image,ms0312_pho_0139.tif
