workType,filename,parent,extent,collectionCallNumber,series,title,creator,description,dateCreatedDisplay,dateCreated,subjectPlace,subjectTopic,subjectName,physicalFormat,physicalDescription,relatedResource,staffNote,donorProvenance,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,accessionNumber,resourceType,masterFilename
work,ms0312_pho_0196.tif,row:2,,,Photographs,"Jorma Kaukonen (left), Jack Casady (right), Shrine Auditorium",info:lc/authorities/names/n92118913,,1968,1968,http://www.geonames.org/5368361,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n2002075002; info:lc/authorities/names/n94044760; info:lc/authorities/names/nr89008891,http://vocab.getty.edu/aat/300046300,9 1/2 x 6 1/2 in,,"Negative #29 from ms0312_neg_0010. This concert took place in February 1968. Frank Kofsky interviewed the band in San Francisco, 1967.",,,,,,,,ms0312_pho_0196,http://purl.org/dc/dcmitype/Image,ms0312_pho_0196.tif
work,ms0312_pho_0197.tif,row:2,,,Photographs,"Spencer Dryden, Shrine Auditorium",info:lc/authorities/names/n92118913,,1968,1968,http://www.geonames.org/5368361,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85039773; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2005013608; info:lc/authorities/names/nr89008891,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #31 from ms0312_neg_0010. This concert took place in February 1968. Frank Kofsky interviewed the band in San Francisco, 1967.",,,,,,,,ms0312_pho_0197,http://purl.org/dc/dcmitype/Image,ms0312_pho_0197.tif
work,ms0312_pho_0198.tif,row:2,,,Photographs,Elvin Jones,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039773; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81058238,http://vocab.getty.edu/aat/300046300,5 x 7 in,,"No negative. Published in Black Nationalism and the Revolution (New York: Pathfinder Press, 1970. p. 200) and John Coltrane and the Jazz Revolution of the 1960s (New York: Pathfinder Press, 1998)",,,,,,,,ms0312_pho_0198,http://purl.org/dc/dcmitype/Image,ms0312_pho_0198.tif
work,ms0312_pho_0299.tif,row:2,,,Photographs,Unknown saxophone player,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85030620; info:lc/authorities/subjects/sh85088960,,http://vocab.getty.edu/aat/300046300,8 x 10 in,,No negative. Print is mounted.,,,,,,,,ms0312_pho_0299,http://purl.org/dc/dcmitype/Image,ms0312_pho_0299.tif
work,ms0312_pho_0300.tif,row:2,,,Photographs,Unknown saxophone player,info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027; info:lc/authorities/subjects/sh85030620; info:lc/authorities/subjects/sh85088960,,http://vocab.getty.edu/aat/300046300,8 x 10 in,,No negative. Print is mounted.,,,,,,,,ms0312_pho_0300,http://purl.org/dc/dcmitype/Image,ms0312_pho_0300.tif
work,ms0312_pho_0202.tif,row:2,,,Photographs,"Big Brother & the Holding Co.: Dave Getz (left), Janis Joplin (center) and Peter Albin (right)",info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,"info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/n2009028513; Albin, Peter",http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #9 from ms0312_neg_0011. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0202,http://purl.org/dc/dcmitype/Image,ms0312_pho_0202.tif
work,ms0312_pho_0204.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #15 from ms0312_neg_0011. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0204,http://purl.org/dc/dcmitype/Image,ms0312_pho_0204.tif
work,ms0312_pho_0205.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #24 from ms0312_neg_0012. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0205,http://purl.org/dc/dcmitype/Image,ms0312_pho_0205.tif
work,ms0312_pho_0206.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #25 from ms0312_neg_0012. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0206,http://purl.org/dc/dcmitype/Image,ms0312_pho_0206.tif
work,ms0312_pho_0207.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #34 from ms0312_neg_0012. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0207,http://purl.org/dc/dcmitype/Image,ms0312_pho_0207.tif
work,ms0312_pho_0208.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #7 from ms0312_neg_0013. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0208,http://purl.org/dc/dcmitype/Image,ms0312_pho_0208.tif
work,ms0312_pho_0203.tif,row:2,,,Photographs,Big Brother & the Holding Co.: Peter Albin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675; info:lc/authorities/subjects/sh85057803,"info:lc/authorities/names/nr89008888; Albin, Peter",http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #14A from ms0312_neg_0011. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0203,http://purl.org/dc/dcmitype/Image,ms0312_pho_0203.tif
work,ms0312_pho_0209.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #19A from ms0312_neg_0013. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0209,http://purl.org/dc/dcmitype/Image,ms0312_pho_0209.tif
work,ms0312_pho_0211.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,7 1/2 x 9 1/2 in,,"Negative #27 from ms0312_neg_0012. Print is mounted. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0211,http://purl.org/dc/dcmitype/Image,ms0312_pho_0211.tif
work,ms0312_pho_0212.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,9 1/2 x 7 1/2 in,,"Negative #7 from ms0312_neg_0013. Print is mounted. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0212,http://purl.org/dc/dcmitype/Image,ms0312_pho_0212.tif
work,ms0312_pho_0213.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,9 1/2 x 7 1/2 in,,"Negative #14A from ms0312_neg_0013. Print is mounted. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0213,http://purl.org/dc/dcmitype/Image,ms0312_pho_0213.tif
work,ms0312_pho_0219.tif,row:2,,,Photographs,"Ken Fischer (saxophone) and James Dubois (trumpet), Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/no2002006815; Dubois, James",http://vocab.getty.edu/aat/300046300,5 x 3 in,,Negative #7A/8 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0219,http://purl.org/dc/dcmitype/Image,ms0312_pho_0219.tif
work,ms0312_pho_0210.tif,row:2,,,Photographs,Janis Joplin,info:lc/authorities/names/n92118913,,1967,1967,http://www.geonames.org/5391959,info:lc/authorities/subjects/sh85114675,info:lc/authorities/names/n50038070; info:lc/authorities/names/nr89008888; info:lc/authorities/names/no2004004846,http://vocab.getty.edu/aat/300046300,8 x 10 in,,"Negative #19A from ms0312_neg_0013. Frank Kofsky interviewed Big Brother and the Holding Company on September 1, 1967.",,,,,,,,ms0312_pho_0210,http://purl.org/dc/dcmitype/Image,ms0312_pho_0210.tif
work,ms0312_pho_0218.tif,row:2,,,Photographs,"Ken Fischer (saxophone) and James Dubois (trumpet), Loaves and Fishes",info:lc/authorities/names/n92118913,,1967,1967,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/no2002006815; Dubois, James",http://vocab.getty.edu/aat/300046300,7 x 5 in,,Negative #7A/8 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0218,http://purl.org/dc/dcmitype/Image,ms0312_pho_0218.tif
work,ms0312_pho_0220.tif,row:2,,,Photographs,"Yusef Nafees, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/n42031370; Nafees, Yusef",http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #20 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0220,http://purl.org/dc/dcmitype/Image,ms0312_pho_0220.tif
work,ms0312_pho_0221.tif,row:2,,,Photographs,"Yusef Nafees, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/n42031370; Nafees, Yusef",http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #21 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0221,http://purl.org/dc/dcmitype/Image,ms0312_pho_0221.tif
work,ms0312_pho_0223.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #24 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0223,http://purl.org/dc/dcmitype/Image,ms0312_pho_0223.tif
work,ms0312_pho_0224.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #24 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0224,http://purl.org/dc/dcmitype/Image,ms0312_pho_0224.tif
work,ms0312_pho_0225.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #24 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0225,http://purl.org/dc/dcmitype/Image,ms0312_pho_0225.tif
work,ms0312_pho_0222.tif,row:2,,,Photographs,"Yusef Nafees, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/n42031370; Nafees, Yusef",http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #21 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0222,http://purl.org/dc/dcmitype/Image,ms0312_pho_0222.tif
work,ms0312_pho_0226.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #27 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0226,http://purl.org/dc/dcmitype/Image,ms0312_pho_0226.tif
work,ms0312_pho_0227.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #27 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0227,http://purl.org/dc/dcmitype/Image,ms0312_pho_0227.tif
work,ms0312_pho_0228.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #29 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0228,http://purl.org/dc/dcmitype/Image,ms0312_pho_0228.tif
work,ms0312_pho_0229.tif,row:2,,,Photographs,"Elvin Jones, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039773; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81058238,http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #30 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0229,http://purl.org/dc/dcmitype/Image,ms0312_pho_0229.tif
work,ms0312_pho_0231.tif,row:2,,,Photographs,"P. Coorsley, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150; info:lc/authorities/subjects/sh85089027,,http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #7 in ms0312_neg_0016.,,,,,,,,ms0312_pho_0231,http://purl.org/dc/dcmitype/Image,ms0312_pho_0231.tif
work,ms0312_pho_0232.tif,row:2,,,Photographs,"P. Coorsley, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150; info:lc/authorities/subjects/sh85089027,,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #7 in ms0312_neg_0016.,,,,,,,,ms0312_pho_0232,http://purl.org/dc/dcmitype/Image,ms0312_pho_0232.tif
work,ms0312_pho_0230.tif,row:2,,,Photographs,"Elvin Jones, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039773; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/n81058238,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #30 in ms0312_neg_0015.,,,,,,,,ms0312_pho_0230,http://purl.org/dc/dcmitype/Image,ms0312_pho_0230.tif
work,ms0312_pho_0233.tif,row:2,,,Photographs,"James Dubois, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85138176; info:lc/authorities/subjects/sh85089027,"Dubois, James",http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #22 in ms0312_neg_0016.,,,,,,,,ms0312_pho_0233,http://purl.org/dc/dcmitype/Image,ms0312_pho_0233.tif
work,ms0312_pho_0234.tif,row:2,,,Photographs,"James Dubois, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85138176; info:lc/authorities/subjects/sh85089027,"Dubois, James",http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #22 in ms0312_neg_0016.,,,,,,,,ms0312_pho_0234,http://purl.org/dc/dcmitype/Image,ms0312_pho_0234.tif
work,ms0312_pho_0235.tif,row:2,,,Photographs,"James Dubois, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85138176; info:lc/authorities/subjects/sh85089027,"Dubois, James",http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #22 in ms0312_neg_0016.,,,,,,,,ms0312_pho_0235,http://purl.org/dc/dcmitype/Image,ms0312_pho_0235.tif
work,ms0312_pho_0236.tif,row:2,,,Photographs,"Yusef Nafees, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/n42031370; Nafees, Yusef",http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #33 in ms0312_neg_0016.,,,,,,,,ms0312_pho_0236,http://purl.org/dc/dcmitype/Image,ms0312_pho_0236.tif
work,ms0312_pho_0237.tif,row:2,,,Photographs,"Yusef Nafees, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/n42031370; Nafees, Yusef",http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #33 in ms0312_neg_0016.,,,,,,,,ms0312_pho_0237,http://purl.org/dc/dcmitype/Image,ms0312_pho_0237.tif
work,ms0312_pho_0239.tif,row:2,,,Photographs,"P. Coorsley, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150; info:lc/authorities/subjects/sh85089027,,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #2A/3 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0239,http://purl.org/dc/dcmitype/Image,ms0312_pho_0239.tif
work,ms0312_pho_0240.tif,row:2,,,Photographs,"Frank Brissette, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/n84745812; Brissette, Frank",http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #5 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0240,http://purl.org/dc/dcmitype/Image,ms0312_pho_0240.tif
work,ms0312_pho_0238.tif,row:2,,,Photographs,"P. Coorsley, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85039150; info:lc/authorities/subjects/sh85089027,,http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #2A/3 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0238,http://purl.org/dc/dcmitype/Image,ms0312_pho_0238.tif
work,ms0312_pho_0241.tif,row:2,,,Photographs,"Frank Brissette, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/n84745812; Brissette, Frank",http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #5 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0241,http://purl.org/dc/dcmitype/Image,ms0312_pho_0241.tif
work,ms0312_pho_0242.tif,row:2,,,Photographs,"Ken Fischer (saxophone) and James Dubois (trumpet), Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/no2002006815; Dubois, James",http://vocab.getty.edu/aat/300046300,5 x 3 in,,Negative #7 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0242,http://purl.org/dc/dcmitype/Image,ms0312_pho_0242.tif
work,ms0312_pho_0243.tif,row:2,,,Photographs,"Ken Fischer (saxophone) and James Dubois (trumpet), Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/no2002006815; Dubois, James",http://vocab.getty.edu/aat/300046300,5 x 3 in,,Negative #7 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0243,http://purl.org/dc/dcmitype/Image,ms0312_pho_0243.tif
work,ms0312_pho_0244.tif,row:2,,,Photographs,"Ken Fischer (saxophone) and James Dubois (trumpet), Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; info:lc/authorities/subjects/sh85089027,"info:lc/authorities/names/no2002006815; Dubois, James",http://vocab.getty.edu/aat/300046300,7 x 5 in,,Negative #7 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0244,http://purl.org/dc/dcmitype/Image,ms0312_pho_0244.tif
work,ms0312_pho_0245.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #18 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0245,http://purl.org/dc/dcmitype/Image,ms0312_pho_0245.tif
work,ms0312_pho_0246.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,3 x 5 in,,Negative #22 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0246,http://purl.org/dc/dcmitype/Image,ms0312_pho_0246.tif
work,ms0312_pho_0250.tif,row:2,,,Photographs,"Ken Fischer, Workingmen's Club",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #2 in ms0312_neg_0018.,,,,,,,,ms0312_pho_0250,http://purl.org/dc/dcmitype/Image,ms0312_pho_0250.tif
work,ms0312_pho_0247.tif,row:2,,,Photographs,"Ken Fischer, Loaves and Fishes",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #22 in ms0312_neg_0017.,,,,,,,,ms0312_pho_0247,http://purl.org/dc/dcmitype/Image,ms0312_pho_0247.tif
work,ms0312_pho_0249.tif,row:2,,,Photographs,"Ken Fischer, Workingmen's Club",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #1 in ms0312_neg_0018.,,,,,,,,ms0312_pho_0249,http://purl.org/dc/dcmitype/Image,ms0312_pho_0249.tif
work,ms0312_pho_0251.tif,row:2,,,Photographs,"Ken Fischer, Workingmen's Club",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #7 in ms0312_neg_0018.,,,,,,,,ms0312_pho_0251,http://purl.org/dc/dcmitype/Image,ms0312_pho_0251.tif
work,ms0312_pho_0252.tif,row:2,,,Photographs,"Ken Fischer, Workingmen's Club",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,8 x 10 in,,Negative #7 in ms0312_neg_0018.,,,,,,,,ms0312_pho_0252,http://purl.org/dc/dcmitype/Image,ms0312_pho_0252.tif
work,ms0312_pho_0253.tif,row:2,,,Photographs,"Ken Fischer, Workingmen's Club",info:lc/authorities/names/n92118913,,1966-1968,1966; 1967; 1968,,info:lc/authorities/subjects/sh85069833; http://id.loc.gov/authorities/subjects/sh85117829; info:lc/authorities/subjects/sh85089027,info:lc/authorities/names/no2002006815,http://vocab.getty.edu/aat/300046300,5 x 7 in,,Negative #9 in ms0312_neg_0018.,,,,,,,,ms0312_pho_0253,http://purl.org/dc/dcmitype/Image,ms0312_pho_0253.tif
