workType,filename,parent,extent,series,title,titleAlternative,description,dateCreated,datePublished,creator,physicalDescription,physicalFormat,subjectPlace,subjectName,resourceType,collectionCallNumber,publisher,publisherHomepage,donorProvenance,rightsStatement,rightsHolder,accessRights,rightsStatus,accessionNumber,masterFilename,boxFolder
work,,id:fx719m62f,31 images,Berryessa Valley,"Destruction of the valley, cutting giant oak",,,1956,,https://id.loc.gov/authorities/names/n79100159,,,,,,,,,,,,,,,,
work,ms0020_neg_bv_56-72_02.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled","[Pirkle Jones, with camera]",Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,https://id.loc.gov/authorities/names/n90650175,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_02,ms0020_neg_bv_56-72_02.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_03.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_03,ms0020_neg_bv_56-72_03.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_04.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_04,ms0020_neg_bv_56-72_04.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_05.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_05,ms0020_neg_bv_56-72_05.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_06.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled","[Pirkle Jones, with camera]",Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,https://id.loc.gov/authorities/names/n90650175,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_06,ms0020_neg_bv_56-72_06.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_07.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_07,ms0020_neg_bv_56-72_07.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_08.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_08,ms0020_neg_bv_56-72_08.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_09.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_09,ms0020_neg_bv_56-72_09.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_10.tif,row:704,,,"Man cutting tree on one knee, Berryessa Valley",,,1956,1956,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_10,ms0020_neg_bv_56-72_10.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_11.tif,row:704,,,"Man cutting tree, Berryessa Valley",,,1956,1956,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_11,ms0020_neg_bv_56-72_11.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_12.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_12,ms0020_neg_bv_56-72_12.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_13.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_13,ms0020_neg_bv_56-72_13.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_14.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_14,ms0020_neg_bv_56-72_14.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_15.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_15,ms0020_neg_bv_56-72_15.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_16.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_16,ms0020_neg_bv_56-72_16.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_17.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_17,ms0020_neg_bv_56-72_17.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_18.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_18,ms0020_neg_bv_56-72_18.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_19.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_19,ms0020_neg_bv_56-72_19.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_20.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_20,ms0020_neg_bv_56-72_20.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_21.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_21,ms0020_neg_bv_56-72_21.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_22.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_22,ms0020_neg_bv_56-72_22.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-72_23.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-72_23,ms0020_neg_bv_56-72_23.tif,"Box 512, Folder 56-72"
work,ms0020_neg_bv_56-69_01.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_01,ms0020_neg_bv_56-69_01.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_02.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_02,ms0020_neg_bv_56-69_02.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_03.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_03,ms0020_neg_bv_56-69_03.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_04.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_04,ms0020_neg_bv_56-69_04.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_05.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_05,ms0020_neg_bv_56-69_05.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_06.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_06,ms0020_neg_bv_56-69_06.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_07.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_07,ms0020_neg_bv_56-69_07.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_08.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_08,ms0020_neg_bv_56-69_08.tif,"Box 512, Folder 56-69"
work,ms0020_neg_bv_56-69_09.tif,row:704,,,"Destruction of the valley, cutting giant oak: Untitled",,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-69_09,ms0020_neg_bv_56-69_09.tif,"Box 512, Folder 56-69"
work,,id:fx719m62f,31 images,Berryessa Valley,Grain harvest,,,1956,,https://id.loc.gov/authorities/names/n79100159,,,,,,,,,,,,,,,,
work,ms0020_neg_bv_56-91_01.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_01,ms0020_neg_bv_56-91_01.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_02.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_02,ms0020_neg_bv_56-91_02.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_03.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_03,ms0020_neg_bv_56-91_03.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_04.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_04,ms0020_neg_bv_56-91_04.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_05.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_05,ms0020_neg_bv_56-91_05.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_06.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_06,ms0020_neg_bv_56-91_06.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_07.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_07,ms0020_neg_bv_56-91_07.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_08.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_08,ms0020_neg_bv_56-91_08.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_09.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_09,ms0020_neg_bv_56-91_09.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_10.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_10,ms0020_neg_bv_56-91_10.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_11.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_11,ms0020_neg_bv_56-91_11.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_12.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_12,ms0020_neg_bv_56-91_12.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-91_13.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-91_13,ms0020_neg_bv_56-91_13.tif,"Box 512, Folder 56-91"
work,ms0020_neg_bv_56-92_01.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_01,ms0020_neg_bv_56-92_01.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_02.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_02,ms0020_neg_bv_56-92_02.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_03.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_03,ms0020_neg_bv_56-92_03.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_04.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_04,ms0020_neg_bv_56-92_04.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_05.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_05,ms0020_neg_bv_56-92_05.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_06.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_06,ms0020_neg_bv_56-92_06.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_07.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_07,ms0020_neg_bv_56-92_07.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_08.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_08,ms0020_neg_bv_56-92_08.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_09.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_09,ms0020_neg_bv_56-92_09.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_10.tif,row:736,,,"Grain with hill behind, Berryessa Valley",,,1956,1956,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_10,ms0020_neg_bv_56-92_10.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_11.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_11,ms0020_neg_bv_56-92_11.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_12.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_12,ms0020_neg_bv_56-92_12.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_13.tif,row:736,,,"Oats, Berryessa Valley",,,1956,1956,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_13,ms0020_neg_bv_56-92_13.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-92_14.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-92_14,ms0020_neg_bv_56-92_14.tif,"Box 512, Folder 56-92"
work,ms0020_neg_bv_56-32_01.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-32_01,ms0020_neg_bv_56-32_01.tif,"Box 512, Folder 56-32"
work,ms0020_neg_bv_56-32_02.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-32_02,ms0020_neg_bv_56-32_02.tif,"Box 512, Folder 56-32"
work,ms0020_neg_bv_56-32_08.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-32_08,ms0020_neg_bv_56-32_08.tif,"Box 512, Folder 56-32"
work,ms0020_neg_bv_56-32_09.tif,row:736,,,Grain harvest: Untitled,,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-32_09,ms0020_neg_bv_56-32_09.tif,"Box 512, Folder 56-32"
work,,id:fx719m62f,6 images,Berryessa Valley,Grape vines,,,1956,,https://id.loc.gov/authorities/names/n79100159,,,,,,,,,,,,,,,,
work,ms0020_neg_bv_56-93_13.tif,row:768,,,Grape vines: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-93_13,ms0020_neg_bv_56-93_13.tif,"Box 512, Folder 56-93"
work,ms0020_neg_bv_56-93_14.tif,row:768,,,Grape vines: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-93_14,ms0020_neg_bv_56-93_14.tif,"Box 512, Folder 56-93"
work,ms0020_neg_bv_56-93_15.tif,row:768,,,Grape vines: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-93_15,ms0020_neg_bv_56-93_15.tif,"Box 512, Folder 56-93"
work,ms0020_neg_bv_56-93_16.tif,row:768,,,Grape vines: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-93_16,ms0020_neg_bv_56-93_16.tif,"Box 512, Folder 56-93"
work,ms0020_neg_bv_56-93_17.tif,row:768,,,Grape vines: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-93_17,ms0020_neg_bv_56-93_17.tif,"Box 512, Folder 56-93"
work,ms0020_neg_bv_56-93_18.tif,row:768,,,Grape vines: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-93_18,ms0020_neg_bv_56-93_18.tif,"Box 512, Folder 56-93"
work,,id:fx719m62f,3 images,Berryessa Valley,Hay truck,,,1956,,https://id.loc.gov/authorities/names/n79100159,,,,,,,,,,,,,,,,
work,ms0020_neg_bv_56-86_06.tif,row:775,,,Hay truck: Untitled,,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-86_06,ms0020_neg_bv_56-86_06.tif,"Box 512, Folder 56-86"
work,ms0020_neg_bv_56-86_07.tif,row:775,,,Hay truck: Untitled,,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-86_07,ms0020_neg_bv_56-86_07.tif,"Box 512, Folder 56-86"
work,ms0020_neg_bv_56-86_08.tif,row:775,,,Hay truck: Untitled,,Unprinted/unpublished,1956,,,2¼ in,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-86_08,ms0020_neg_bv_56-86_08.tif,"Box 512, Folder 56-86"
