workType,filename,parent,extent,series,title,titleAlternative,description,dateCreated,datePublished,creator,physicalDescription,physicalFormat,subjectPlace,subjectName,resourceType,collectionCallNumber,publisher,publisherHomepage,donorProvenance,rightsStatement,rightsHolder,accessRights,rightsStatus,accessionNumber,masterFilename,boxFolder
work,ms0020_neg_bv_56-12_24.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-12_24,ms0020_neg_bv_56-12_24.tif,"Box 512, Folder 56-12"
work,ms0020_neg_bv_56-12_26.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-12_26,ms0020_neg_bv_56-12_26.tif,"Box 512, Folder 56-12"
work,ms0020_neg_bv_56-12_27.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-12_27,ms0020_neg_bv_56-12_27.tif,"Box 512, Folder 56-12"
work,ms0020_neg_bv_56-13_01.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_01,ms0020_neg_bv_56-13_01.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_02.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_02,ms0020_neg_bv_56-13_02.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_03.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_03,ms0020_neg_bv_56-13_03.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_04.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_04,ms0020_neg_bv_56-13_04.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_05.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_05,ms0020_neg_bv_56-13_05.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_06.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_06,ms0020_neg_bv_56-13_06.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_07.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_07,ms0020_neg_bv_56-13_07.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_08.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_08,ms0020_neg_bv_56-13_08.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_09.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_09,ms0020_neg_bv_56-13_09.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_10.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_10,ms0020_neg_bv_56-13_10.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_11.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_11,ms0020_neg_bv_56-13_11.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_12.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_12,ms0020_neg_bv_56-13_12.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_13.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_13,ms0020_neg_bv_56-13_13.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_14.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_14,ms0020_neg_bv_56-13_14.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_15.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_15,ms0020_neg_bv_56-13_15.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_16.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_16,ms0020_neg_bv_56-13_16.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_17.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_17,ms0020_neg_bv_56-13_17.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_18.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_18,ms0020_neg_bv_56-13_18.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_19.tif,row:384,,,"Cowboy pulling horse, Berryessa Valley",,,1956,1956,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_19,ms0020_neg_bv_56-13_19.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_20.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_20,ms0020_neg_bv_56-13_20.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_21.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_21,ms0020_neg_bv_56-13_21.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_22.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_22,ms0020_neg_bv_56-13_22.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_23.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_23,ms0020_neg_bv_56-13_23.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_24.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_24,ms0020_neg_bv_56-13_24.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_25.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_25,ms0020_neg_bv_56-13_25.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_26.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_26,ms0020_neg_bv_56-13_26.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_27.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_27,ms0020_neg_bv_56-13_27.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_28.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_28,ms0020_neg_bv_56-13_28.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_29.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_29,ms0020_neg_bv_56-13_29.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_30.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_30,ms0020_neg_bv_56-13_30.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_31.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_31,ms0020_neg_bv_56-13_31.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-13_32.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-13_32,ms0020_neg_bv_56-13_32.tif,"Box 512, Folder 56-13"
work,ms0020_neg_bv_56-16_01.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_01,ms0020_neg_bv_56-16_01.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_02.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_02,ms0020_neg_bv_56-16_02.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_03.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_03,ms0020_neg_bv_56-16_03.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_04.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_04,ms0020_neg_bv_56-16_04.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_05.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_05,ms0020_neg_bv_56-16_05.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_06.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_06,ms0020_neg_bv_56-16_06.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_07.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_07,ms0020_neg_bv_56-16_07.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_08.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_08,ms0020_neg_bv_56-16_08.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_09.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_09,ms0020_neg_bv_56-16_09.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_10.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_10,ms0020_neg_bv_56-16_10.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_11.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_11,ms0020_neg_bv_56-16_11.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_12.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_12,ms0020_neg_bv_56-16_12.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_13.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_13,ms0020_neg_bv_56-16_13.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_14.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_14,ms0020_neg_bv_56-16_14.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_15.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_15,ms0020_neg_bv_56-16_15.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_16.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_16,ms0020_neg_bv_56-16_16.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_17.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_17,ms0020_neg_bv_56-16_17.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_18.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_18,ms0020_neg_bv_56-16_18.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_19.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_19,ms0020_neg_bv_56-16_19.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_20.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_20,ms0020_neg_bv_56-16_20.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_21.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_21,ms0020_neg_bv_56-16_21.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_22.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_22,ms0020_neg_bv_56-16_22.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_23.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_23,ms0020_neg_bv_56-16_23.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_24.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_24,ms0020_neg_bv_56-16_24.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_25.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_25,ms0020_neg_bv_56-16_25.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_26.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_26,ms0020_neg_bv_56-16_26.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_27.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_27,ms0020_neg_bv_56-16_27.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_28.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_28,ms0020_neg_bv_56-16_28.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-16_29.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-16_29,ms0020_neg_bv_56-16_29.tif,"Box 512, Folder 56-16"
work,ms0020_neg_bv_56-17_01.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_01,ms0020_neg_bv_56-17_01.tif,"Box 512, Folder 56-17"
work,ms0020_neg_bv_56-17_02.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_02,ms0020_neg_bv_56-17_02.tif,"Box 512, Folder 56-17"
work,ms0020_neg_bv_56-17_03.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_03,ms0020_neg_bv_56-17_03.tif,"Box 512, Folder 56-17"
work,ms0020_neg_bv_56-17_04.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_04,ms0020_neg_bv_56-17_04.tif,"Box 512, Folder 56-17"
work,ms0020_neg_bv_56-17_06.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_06,ms0020_neg_bv_56-17_06.tif,"Box 512, Folder 56-17"
work,ms0020_neg_bv_56-17_08.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_08,ms0020_neg_bv_56-17_08.tif,"Box 512, Folder 56-17"
work,ms0020_neg_bv_56-17_09.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_09,ms0020_neg_bv_56-17_09.tif,"Box 512, Folder 56-17"
work,ms0020_neg_bv_56-17_11.tif,row:384,,,Cow country/Ryan ranch: Untitled,,Unprinted/unpublished,1956,,,35 mm,http://vocab.getty.edu/aat/300128343,https://www.geonames.org/5364444/lake-berryessa.html,,http://purl.org/dc/dcmitype/Image,,,,,,,,,ms0020_neg_bv_56-17_11,ms0020_neg_bv_56-17_11.tif,"Box 512, Folder 56-17"
