filename,work_type,parent,masterFilename,collectionCallNumber,collection,series,subseries,title,titleAlternative,creator,description,staffNote,dateCreatedDisplay,dateCreated,subjectName,subjectPlace,genre,physicalFormat,physicalDescription,language,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,resourceType,donorProvenance,accessionNumber,boxFolder
ua0036_pho_0175.tif,fileset,row:312,ua0036_pho_0175.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0175a.tif,fileset,row:312,ua0036_pho_0175a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Winslow Upton,,Horton Brothers,,"""W. Upton / Providence, R.I.\; v.4 p.4 Digitized""\; Lick Observatory stamp, July 9, 1896. [Notes on album page:] ""Winslow Upton"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/n86865689,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0176,"Volume 4, Page 4"
ua0036_pho_0176.tif,fileset,row:315,ua0036_pho_0176.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0176a.tif,fileset,row:315,ua0036_pho_0176a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Arminio Nobile,,Luigi Loso Studio Fotografico,,"""A. Nobile / Naples"". [Notes on album page:] ""A. Nobile"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/no2012085962,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0177,"Volume 4, Page 5"
ua0036_pho_0177.tif,fileset,row:318,ua0036_pho_0177.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0177a.tif,fileset,row:318,ua0036_pho_0177a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Friedrich Ristenpart,,Carl Ruf Hof-Photograph,,"""Dr. F. Ristenpart / Observator der Sternwarte / Königstuhl - Heidelberg / der Licksternwarte / und ihren Astronomen / mit freundlichem / Gruss 1896.\; A2 Ristenpart 1\; v.4 p.6\; have neg. (A1)"". [Notes on album page:] ""F. Ristenpart"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/n90604234,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0178,"Volume 4, Page 6"
ua0036_pho_0178.tif,fileset,row:321,ua0036_pho_0178.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0178a.tif,fileset,row:321,ua0036_pho_0178a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,C.W. (Carr Waller) Pritchett,,Scholten Portraits,,"""Taken 1891+- aet. 68 / C.W. Pritchett\; CW Pritchett"". [Notes on album page:] ""C.W. Pritchett"" [Scan shows earlier accession number, ms0284_pho_.]",1891,1891,"Pritchett, Carr Waller, 1823-1910",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0179,"Volume 4, Page 7"
ua0036_pho_0179.tif,fileset,row:324,ua0036_pho_0179.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0179a.tif,fileset,row:324,ua0036_pho_0179a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Jules Violle,,"Gerschel, A.",,"""Jules Violle\; v.4, p.8\; 2286 [?]"". [Notes on album page:] ""Jules Violle"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/nr2004022748,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0180,"Volume 4, Page 8"
ua0036_pho_0180.tif,fileset,row:327,ua0036_pho_0180.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0180a.tif,fileset,row:327,ua0036_pho_0180a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,E.W. (Edward Walter) Maunder,,http://id.loc.gov/authorities/names/n2005054833,,"""E.W.Maunder\; v.4 p.9\; A2 Maunder 1"". [Notes on album page:] ""E.W. Maunder"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/n82110211,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0181,"Volume 4, Page 9"
ua0036_pho_0181.tif,fileset,row:330,ua0036_pho_0181.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0181a.tif,fileset,row:330,ua0036_pho_0181a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,J.D. (John Daniel) Runkle,,info:lc/authorities/names/no2007135162,,"""Runkle\; Technique\; 22845\; J.D. Runkle"". [Notes on album page:] ""J.D. Runkle"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/n97119495,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0182,"Volume 4, Page 10"
ua0036_pho_0182.tif,fileset,row:333,ua0036_pho_0182.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0182a.tif,fileset,row:333,ua0036_pho_0182a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Elisabeth M. Bardwell,,"Smith, Waldon",,"""Elisabeth M. Bardwell. / Mt. Holyoke College. / South Hadley Mass.""\; Lick Observatory stamp, May 27, 1896. [Notes on album page:] ""Miss E.M. Bardwell"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/n91033264,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0183,"Volume 4, Page 11"
ua0036_pho_0183.tif,fileset,row:336,ua0036_pho_0183.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0183a.tif,fileset,row:336,ua0036_pho_0183a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Edwin F. Sawyer,,,,"""Yours truly / Edwin F. Sawyer / Sept. 15 '96"". [Notes on album page:] ""E.F. Sawyer"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,"Sawyer, Edwin Forrest, 1849-1937",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0184,"Volume 4, Page 12"
ua0036_pho_0184.tif,fileset,row:339,ua0036_pho_0184.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0184a.tif,fileset,row:339,ua0036_pho_0184a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,W.H.S. (William Henry Stanley) Monck,,Werner & Son Artists,,"""W.H.S. Monck 1896\; v.4 p.13"". [Notes on album page:] ""W.S. Monck"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/no2010060718,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0185,"Volume 4, Page 13"
ua0036_pho_0185.tif,fileset,row:342,ua0036_pho_0185.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0185a.tif,fileset,row:342,ua0036_pho_0185a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,A. Lawrence Rotch,,Roseti,,"""A. Lawrence Rotch / Director of Blue Hill Meteorological Observatory"" [verso:] Lick Observatory stamp June 20, 1896. [Notes on album page:] ""A.L. Rotch"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/no98086829,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0186,"Volume 4, Page 14"
ua0036_pho_0186.tif,fileset,row:345,ua0036_pho_0186.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0186a.tif,fileset,row:345,ua0036_pho_0186a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Aleksandr Ivanhof,,W. Hoeffert Hofphotograph,,"""Poulkovo A. Ivanof 1896 7 V [7 May]""\; Lick Observatory stamp, May 27, 1896"". [Notes on album page:] ""A. Ivanof"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/no96023491,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0187,"Volume 4, Page 15"
ua0036_pho_0187.tif,fileset,row:348,ua0036_pho_0187.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0187a.tif,fileset,row:348,ua0036_pho_0187a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Victor Nielsen,,,,"""Victor Nielsen 1895"". [Notes on album page:] ""Victor Nielsen"". Danish amateur astronomer, founder of the Urania Observatory in Frederiksberg. http://www.nafa.dk/victor_nielsen.PDF [Scan shows earlier accession number, ms0284_pho_.]",1895,1895,"Nielsen, Victor, 1855-1918",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0188,"Volume 4, Page 16"
ua0036_pho_0188.tif,fileset,row:351,ua0036_pho_0188.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0188a.tif,fileset,row:351,ua0036_pho_0188a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Isaac Roberts,,info:lc/authorities/names/no2009008759,,"""Isaac Roberts, D. Sc. F.R.S. England [verso:] v.4 p.17\; Have neg.\; No. 93177"". [Notes on album page:] ""Isaac Roberts"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/n86864697,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0189,"Volume 4, Page 17"
ua0036_pho_0189.tif,fileset,row:354,ua0036_pho_0189.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0189a.tif,fileset,row:354,ua0036_pho_0189a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,"Laurence Parsons, Earl of Rosse",,http://id.loc.gov/authorities/names/n2005054833,,"""Laurence Parsons, 4th. Earl of Rosse\; Lord Rosse""\; studio stamp with # 173961a written. [Notes on album page:] ""Lord Rosse IV\; Laurence Parsons"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/n97102501,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0190,"Volume 4, Page 18"
ua0036_pho_0190.tif,fileset,row:357,ua0036_pho_0190.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0190a.tif,fileset,row:357,ua0036_pho_0190a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Charles Wolf,,info:lc/authorities/names/no2007069152,,"""C. Wolf / Paris\; A1. v.4, p.19"". [Notes on album page:] ""C. Wolf (Paris)"" [Scan shows earlier accession number, ms0284_pho_.]",,,http://id.loc.gov/authorities/names/no2018105253,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0191,"Volume 4, Page 19"
ua0036_pho_0191.tif,fileset,row:360,ua0036_pho_0191.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0191a.tif,fileset,row:360,ua0036_pho_0191a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,"Johann G. Hagen, S.J.",,info:lc/authorities/names/n89600267,,"""v.4 p.20 Digitized\; J.G. Hagen S.J. / Director of Georgetown College Observatory\; 1897"". [Notes on album page:] ""J.G. Hagen S.J."" [Scan shows earlier accession number, ms0284_pho_.]",1897,1897,info:lc/authorities/names/n84804804,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0192,"Volume 4, Page 20"
ua0036_pho_0192.tif,fileset,row:363,ua0036_pho_0192.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0192a.tif,fileset,row:363,ua0036_pho_0192a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,A.N. (Aaron Nichols) Skinner,,http://id.loc.gov/authorities/names/no98132312,,"""A A Skinner 1896?"". [Notes on album page:] ""A.N. Skinner. 1896?"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/nr96013590,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0193,"Volume 4, Page 21"
ua0036_pho_0193.tif,fileset,row:366,ua0036_pho_0193.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0193a.tif,fileset,row:366,ua0036_pho_0193a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,H.S. (Henry Smith) Pritchett,,J. C. Strauss Studio,,"""v.4 p.22 Have neg.\; H.S. Pritchett\; 1896-7"". [Notes on album page:] ""H.S. Pritchett 1896"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/nr89001420,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 x 4 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0194,"Volume 4, Page 22"
ua0036_pho_0194.tif,fileset,row:369,ua0036_pho_0194.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0194a.tif,fileset,row:369,ua0036_pho_0194a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Heinrich Wilhelm Matthias Olbers,,,,"""Harpers Magazine, March/97"" [verso:] ""v.4 p.23\; A.2 olbers 1\; C.D.P. in album of portraits"". List of photos available through H.A. Mathews. [Notes on album page:] ""H.W.M. Olbers"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/n86814179,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0195,"Volume 4, Page 23"
ua0036_pho_0195.tif,fileset,row:372,ua0036_pho_0195.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0195a.tif,fileset,row:372,ua0036_pho_0195a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Lewis Morris Rutherfurd,,,,"[Notes on album page:] ""L.M. Rutherfurd\; Have similar neg."" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/n88222502,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0196,"Volume 4, Page 24"
ua0036_pho_0196.tif,fileset,row:375,ua0036_pho_0196.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0196a.tif,fileset,row:375,ua0036_pho_0196a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,"Johann Bode, engraving after a painting by Friedrich Georg Weitsch",,info:lc/authorities/names/n97875109,,"""A4, p.25"". [Notes on album page:] ""also J.E. Bode in other picture A2"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/n88643409,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0197,"Volume 4, Page 25"
ua0036_pho_0197.tif,fileset,row:378,ua0036_pho_0197.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0197a.tif,fileset,row:378,ua0036_pho_0197a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,H. Faye,,info:lc/authorities/names/no2007069152,,"""v.4, p.26\; H. Faye bought for L.O. Apr./97"". [Notes on album page:] ""H. Faye"" [Scan shows earlier accession number, ms0284_pho_.]",April 1897,1897-04,"Faye, H. (Herve?), 1814-1902",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0198,"Volume 4, Page 26"
ua0036_pho_0198.tif,fileset,row:381,ua0036_pho_0198.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0198a.tif,fileset,row:381,ua0036_pho_0198a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Johann Georg Repsold,,,,"""Joh. Georg Repsold"" [Scan shows earlier accession number, ms0284_pho_.]",,,"Repsold, Johann Georg, 1770-1830",,http://vocab.getty.edu/aat/300015637,,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0199,"Volume 4, Page 27"
ua0036_pho_0199.tif,fileset,row:384,ua0036_pho_0199.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0199a.tif,fileset,row:384,ua0036_pho_0199a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Adolf Repsold,,,,"[Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/n86862840,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0200,"Volume 4, Page 28"
ua0036_pho_0200.tif,fileset,row:387,ua0036_pho_0200.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0200a.tif,fileset,row:387,ua0036_pho_0200a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Lewis R. Gibbes,,Liedloff Studio,,"""Prof. Lewis Reeve Gibbes of College of Charleston S.C.\; Born August 14th 1810\; Died November 21st 1894\; Photo. taken December 1886"". [Notes on album page:] ""L.R. Gibbes. 1886"" [Scan shows earlier accession number, ms0284_pho_.]",1886,1886,info:lc/authorities/names/n96009609,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,6 1/2 x 4 1/4 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0201,"Volume 4, Page 29"
ua0036_pho_0201.tif,fileset,row:390,ua0036_pho_0201.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0201a.tif,fileset,row:390,ua0036_pho_0201a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,C.F.W. (Carl Friedrich Wilhelm) Peters,,Schmidt & Wegener,,"""Prof. C. F. W. Peters\; ynb. 16 April 1844 zu Pulkova\; ynf. 22 Dec. 1894 zu Königsberg"". [Notes on album page:] ""C.F.W. Peters"" [Scan shows earlier accession number, ms0284_pho_.]",,,"Peters, Carl Friedrich Wilhelm, 1844-1894",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,4 x 2 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0202,"Volume 4, Page 30"
ua0036_pho_0202.tif,fileset,row:393,ua0036_pho_0202.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0202a.tif,fileset,row:393,ua0036_pho_0202a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Arthur Auwers,,"Prümm, Theodor (Of Berlin)",,"""A. Auwers""\; [verso] Lick Observatory stamp June 15, 1896. [Notes on album page:] ""A. Auwers"" [Scan shows earlier accession number, ms0284_pho_.]",1896,1896,info:lc/authorities/names/n88610524,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,4 x 2 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0203,"Volume 4, Page 30"
ua0036_pho_0203.tif,fileset,row:396,ua0036_pho_0203.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0203a.tif,fileset,row:396,ua0036_pho_0203a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Oskar (Jöns Oskar) Backlund,,"Florman, Gosta (Of Stockholm)",,"""O. Backlund / Director of the Observatory / Pulkova"". [Notes on album page:] ""O. Backlund"" [Scan shows earlier accession number, ms0284_pho_.]",,,"Backlund, Johan Oskar, 1846-1916",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,4 x 2 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0204,"Volume 4, Page 30"
ua0036_pho_0204.tif,fileset,row:399,ua0036_pho_0204.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0204a.tif,fileset,row:399,ua0036_pho_0204a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Arminio Nobile,,info:lc/authorities/names/no98079689,,"""Nobile\; v.4 p.29 Digitized"". [Notes on album page:] ""A. Nobile"" [Scan shows earlier accession number, ms0284_pho_.]",,,info:lc/authorities/names/no2012085962,,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,4 x 2 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0205,"Volume 4, Page 30"
ua0036_pho_0205.tif,fileset,row:402,ua0036_pho_0205.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0205a.tif,fileset,row:402,ua0036_pho_0205a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Martin Brendel,,"Taylor, T.",,"""Martin Brendel"". [verso] Lick Observatory stamp, June 1, 1896\; ""S7033"". [Notes on album page:] ""Martin Brendel"". Photographer might be George Thomas Taylor, see http://www.photolondon.org.uk/pages/details.asp?pid=7600 [Scan shows earlier accession number, ms0284_pho_.]",,,"Brendel, Otto Rudolf Martin, 1862-1939",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,4 x 2 1/2 in,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0206,"Volume 4, Page 31"
ua0036_pho_0206.tif,fileset,row:405,ua0036_pho_0206.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0206a.tif,fileset,row:405,ua0036_pho_0206a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
,work,row:2,,,,Series 7: Photographs,Astronomer Portraits,Richard Schumacher,,Detlef Hahn Photograph Atelier,,"""Diese Photographie ist 1887 auf genommen\; R. Schumacher"". [Notes on album page:] ""R. Schumacher. 1887"" [Scan shows earlier accession number, ms0284_pho_.]",1887,1887,"Schumacher, Richard, 1827-1902",,http://vocab.getty.edu/aat/300015637,http://vocab.getty.edu/aat/300393160,4 x 2 1/2 in,http://id.loc.gov/vocabulary/iso639-2/ger,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_pho_0207,"Volume 4, Page 31"
ua0036_pho_0207.tif,fileset,row:408,ua0036_pho_0207.tif,,,,,front,,,,,,,,,,,,,,,,,,,,,,
ua0036_pho_0207a.tif,fileset,row:408,ua0036_pho_0207a.tif,,,,,back,,,,,,,,,,,,,,,,,,,,,,
